size	dataType	view	cell	lab	geoSampleAccession	dccAccession	dataVersion	softwareVersion	type	md5sum	geoSampleAccesion	dateSubmitted	controlId	grant	dateResubmitted	origAssembly	treatment	replicate	antibody	control	setType	tableName	protocol	labExpId	localization	rnaExtract	strand	labVersion	labProtocolId	bioRep	project	composite	readType	dateUnrestricted	seqPlatform	spikeInPool	objStatus	subId	filename
386K	ChipSeq	Peaks	GM12878	Stanford	GSM935377	wgEncodeEH001830	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	947e0e0ae8d5d5065a29ada10fdc5df0	NA	2011-01-18	wgEncodeEH000706	Snyder	NA	NA	None	NA	BRCA1_(C-1863)	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Brca1cIggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb
386K	ChipSeq	Peaks	GM12878	Stanford	GSM935409	wgEncodeEH000622	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	ba205259cccb3606ce409da47ca675fe	NA	2010-12-02	wgEncodeEH000625	Snyder	NA	NA	None	NA	c-Fos	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878CfosStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
938K	ChipSeq	Peaks	GM12878	Stanford	GSM935378	wgEncodeEH002823	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	a1a6d4eb4d6e7e4dd2c90210a3d1eb3a	NA	2011-01-18	wgEncodeEH000706	Snyder	NA	NA	None	NA	CHD2_(N-1250)	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Chd21250IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb
2.1M	ChipSeq	Peaks	GM12878	Stanford	GSM935611	wgEncodeEH001851	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	1f0d8a23834eff92d584b91587f7e08a	NA	2011-01-20	wgEncodeEH000625	Snyder	NA	NA	None	NA	CTCF_(C-20)	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Ctcfc20StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
1.4M	ChipSeq	Peaks	GM12878	Stanford	GSM935375	wgEncodeEH001832	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	35b4f35551477641d8d69f0923aa7846	NA	2011-01-18	wgEncodeEH000625	Snyder	NA	NA	None	NA	EBF	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878EbfStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
290K	ChipSeq	Peaks	GM12878	Harvard(Weissman)	GSM935415	wgEncodeEH001874	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	ae656549127f772068a00850b6d7d6e9	NA	2011-01-21	wgEncodeEH000625	Snyder	NA	NA	None	NA	GCN5	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Gcn5StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
362K	ChipSeq	Peaks	GM12878	Stanford	GSM935651	wgEncodeEH001809	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	689cafbf7241c04ecca8c53ce6b4df51	NA	2010-10-20	wgEncodeEH000706	Snyder	NA	NA	None	NA	IRF3	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Irf3StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
362K	ChipSeq	Peaks	GM12878	Stanford	GSM935541	wgEncodeEH000639	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	594e5db5b9f85680be3ea3cbf7fd07d4	NA	2010-12-02	wgEncodeEH000625	Snyder	NA	NA	None	NA	JunD	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878JundStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
266K	ChipSeq	Peaks	GM12878	Stanford	GSM935518	wgEncodeEH000623	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	e8254c7a90f321b635ef27a42462b1af	NA	2010-12-02	wgEncodeEH000625	Snyder	NA	NA	None	NA	Max	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878MaxStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
314K	ChipSeq	Peaks	GM12878	Stanford	GSM935652	wgEncodeEH001808	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	403337fb200424df295cbb638333a756	NA	2010-09-03	wgEncodeEH000625	Snyder	NA	NA	None	NA	NF-E2_(H-230)	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Nfe2hStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
762K	ChipSeq	Peaks	GM12878	Stanford	GSM935478	wgEncodeEH000690	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	2614eb0a16504ab18ca498467c1dbac8	NA	2010-12-02	wgEncodeEH002034	Snyder	NA	NA	None	NA	NFKB	IgG-rab	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbIggrabAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggrabAlnRep0.bb
746K	ChipSeq	Peaks	GM12878	Stanford	GSM935478	wgEncodeEH000690	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	f22580d8cb21363af8d5db16432a741d	NA	2010-12-02	wgEncodeEH002034	Snyder	NA	NA	TNFa	NA	NFKB	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
610K	ChipSeq	Peaks	GM12878	Stanford	GSM935309	wgEncodeEH001846	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	3772e2d061aceb021a302c9d2ea77b6c	NA	2011-01-19	wgEncodeEH000706	Snyder	NA	NA	None	NA	Nrf1	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Nrf1IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb
546K	ChipSeq	Peaks	GM12878	Stanford	GSM935562	wgEncodeEH002037	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	fb4f0423126144fe48c829ce4fd7761e	NA	2010-10-20	wgEncodeEH000625	Snyder	NA	NA	None	NA	p300_(N-15)	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878P300n15StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
1.1M	ChipSeq	Peaks	GM12878	Stanford	GSM935386	wgEncodeEH000708	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	f0fa987c652c085c1c5a8f95e8130b85	NA	2010-12-02	wgEncodeEH000706	Snyder	NA	NA	None	NA	Pol2	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Pol2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb
634K	ChipSeq	Peaks	GM12878	Stanford	GSM935412	wgEncodeEH000626	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	7a5a13f7b31537d6c5f6dd289859af47	NA	2010-12-02	wgEncodeEH000625	Snyder	NA	NA	None	NA	Pol2	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Pol2StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
242K	ChipSeq	Peaks	GM12878	Stanford	GSM935316	wgEncodeEH000645	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	c0a997b2ffb6aecc528529d64188433c	NA	2010-12-02	wgEncodeEH000625	Snyder	NA	NA	None	NA	Pol3	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Pol3StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
1.5M	ChipSeq	Peaks	GM12878	Stanford	GSM935332	wgEncodeEH000749	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	fc1b44640e50706f3f13e86e9fe16a27	NA	2010-12-02	wgEncodeEH000771	Snyder	NA	NA	None	NA	Rad21	IgG-rab	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Rad21IggrabAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggrabAlnRep0.bb
514K	ChipSeq	Peaks	GM12878	Stanford	GSM935556	wgEncodeEH001810	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	8794182efc4d146b798102219be251de	NA	2010-10-20	wgEncodeEH000706	Snyder	NA	NA	None	NA	RFX5_(N-494)	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Rfx5n494IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb
1.5M	ChipSeq	Peaks	GM12878	Stanford	GSM935376	wgEncodeEH001833	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	a63a07a8680a1060574cd6ee98233a33	NA	2011-01-18	wgEncodeEH000706	Snyder	NA	NA	None	NA	SMC3_(ab9263)	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Smc3ab9263IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb
290K	ChipSeq	Peaks	GM12878	Harvard(Weissman)	GSM935417	wgEncodeEH001873	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	87072a93d6df779d84927568fa37f9d3	NA	2011-01-19	wgEncodeEH000625	Snyder	NA	NA	None	NA	SPT20	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Spt20StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
242K	ChipSeq	Peaks	GM12878	Stanford	GSM935612	wgEncodeEH001852	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	55ddfe8d8fdd4f69ffa9bcd063775c91	NA	2011-01-20	wgEncodeEH000625	Snyder	NA	NA	None	NA	STAT1	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Stat1StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
402K	ChipSeq	Peaks	GM12878	Stanford	GSM935557	wgEncodeEH001811	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	2bc28fe8f67f5d4f8bc34895facbf6e4	NA	2010-10-20	wgEncodeEH000706	Snyder	NA	NA	None	NA	STAT3	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Stat3IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb
826K	ChipSeq	Peaks	GM12878	Stanford	GSM935277	wgEncodeEH001798	ENCODE June 2010 Freeze	PeakSeq	bigBed	0cb197f0163bde87ab5e090f0674c416	NA	2010-06-11	wgEncodeEH000706	Snyder	NA	NA	None	NA	TBP	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878TbpIggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb
394K	ChipSeq	Peaks	GM12878	Stanford	GSM935480	wgEncodeEH000697	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	32acfa061b7c2c7172015e3e21726c9c	NA	2010-12-02	wgEncodeEH000625	Snyder	NA	NA	None	NA	TR4	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Tr4StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
642K	ChipSeq	Peaks	GM12878	Stanford	GSM935558	wgEncodeEH001812	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	ee6500b692bb3147ff5547bd22151341	NA	2010-10-20	wgEncodeEH000706	Snyder	NA	NA	None	NA	USF2	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Usf2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb
450K	ChipSeq	Peaks	GM12878	Stanford	GSM935492	wgEncodeEH001787	ENCODE June 2010 Freeze	PeakSeq	bigBed	6fd183c397b46283367f078ca79d76e8	NA	2010-04-26	wgEncodeEH000706	Snyder	NA	NA	None	NA	WHIP	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878WhipIggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.bb
362K	ChipSeq	Peaks	GM12878	Stanford	GSM935482	wgEncodeEH000695	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	1439172d35060549fb0b51cb9de60817	NA	2010-12-02	wgEncodeEH000625	Snyder	NA	NA	None	NA	YY1	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Yy1StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
1.2M	ChipSeq	Peaks	GM12878	Stanford	GSM935613	wgEncodeEH001853	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	9d4894381da277ae50be29f989c25e29	NA	2011-01-20	wgEncodeEH000625	Snyder	NA	NA	None	NA	Znf143_(16618-1-AP)	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Znf143166181apStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
394K	ChipSeq	Peaks	GM12878	Stanford	GSM935483	wgEncodeEH000698	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	94c321dae51922a5f58f1a8b496cad88	NA	2010-12-02	wgEncodeEH000625	Snyder	NA	NA	None	NA	ZZZ3	std	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Zzz3StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb
858K	ChipSeq	Peaks	GM12891	Stanford	GSM935526	wgEncodeEH000735	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	7d5227040dc0e9e3de9427ccdf042100	NA	2010-12-02	wgEncodeEH000772	Snyder	NA	NA	None	NA	NFKB	IgG-rab	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12891NfkbIggrabAlnRep0_vs_wgEncodeSydhTfbsGm12891InputIggrabAlnRep0.bb
1.3M	ChipSeq	Peaks	GM12891	Stanford	GSM935287	wgEncodeEH000710	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	87f6d39c2cd348808985434f22b5c13e	NA	2010-12-02	wgEncodeEH000709	Snyder	NA	NA	None	NA	Pol2	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12891Pol2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12891InputIggmusAlnRep0.bb
474K	ChipSeq	Peaks	GM12892	Stanford	GSM935285	wgEncodeEH000712	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	3629c535db2f45de19e62ec1a13a5805	NA	2010-12-02	wgEncodeEH000773	Snyder	NA	NA	None	NA	NFKB	IgG-rab	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12892NfkbIggrabAlnRep0_vs_wgEncodeSydhTfbsGm12892InputIggrabAlnRep0.bb
962K	ChipSeq	Peaks	GM12892	Stanford	GSM935640	wgEncodeEH000729	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	4e6287709ca19e4d58791caf23f39388	NA	2010-12-02	wgEncodeEH000711	Snyder	NA	NA	None	NA	Pol2	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12892Pol2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12892InputIggmusAlnRep0.bb
874K	ChipSeq	Peaks	GM15510	Stanford	GSM935529	wgEncodeEH000736	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	44db5fdf24f4015ec7782ef0305f240c	NA	2010-12-02	wgEncodeEH000774	Snyder	NA	NA	None	NA	NFKB	IgG-rab	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm15510NfkbIggrabAlnRep0_vs_wgEncodeSydhTfbsGm15510InputIggrabAlnRep0.bb
1.1M	ChipSeq	Peaks	GM15510	Stanford	GSM935291	wgEncodeEH000714	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	046d7ceee107b1f52a8d3e3ec6b202f8	NA	2010-12-02	wgEncodeEH000713	Snyder	NA	NA	None	NA	Pol2	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm15510Pol2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm15510InputIggmusAlnRep0.bb
682K	ChipSeq	Peaks	GM18505	Stanford	GSM935282	wgEncodeEH000715	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	1950e256ae29c36968809701a6c3f92d	NA	2010-12-02	wgEncodeEH000775	Snyder	NA	NA	None	NA	NFKB	IgG-rab	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm18505NfkbIggrabAlnRep0_vs_wgEncodeSydhTfbsGm18505InputIggrabAlnRep0.bb
1010K	ChipSeq	Peaks	GM18505	Stanford	GSM935522	wgEncodeEH000731	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	ff9f41bf7e68246ea77d916cdda288c5	NA	2010-12-02	wgEncodeEH000730	Snyder	NA	NA	None	NA	Pol2	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm18505Pol2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm18505InputIggmusAlnRep0.bb
434K	ChipSeq	Peaks	GM18526	Stanford	GSM935281	wgEncodeEH000716	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	a6169ea5ccdeabf4cbe4d8ecd30a7936	NA	2010-12-02	wgEncodeEH000776	Snyder	NA	NA	None	NA	NFKB	IgG-rab	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm18526NfkbIggrabAlnRep0_vs_wgEncodeSydhTfbsGm18526InputIggrabAlnRep0.bb
890K	ChipSeq	Peaks	GM18526	Stanford	GSM935524	wgEncodeEH000733	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	cbb457d70dedeb605d1ad37bf1ac9d2b	NA	2010-12-02	wgEncodeEH000732	Snyder	NA	NA	None	NA	Pol2	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm18526Pol2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm18526InputIggmusAlnRep0.bb
